CO_UNIDADE;CO_CNES;NU_CNPJ_MANTENEDORA;TP_PFPJ;NIVEL_DEP;NO_RAZAO_SOCIAL;NO_FANTASIA;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_ATIVIDADE;CO_CLIENTELA;TP_UNIDADE;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE;CO_NATUREZA_JUR;CO_TIPO_UNIDADE;CO_TIPO_ESTABELECIMENTO;CO_ATIVIDADE_PRINCIPAL;STAFF_ACS_ENDEMIAS;STAFF_ADMIN_GESTAO_APOIO;STAFF_DIAG_LAB_IMAGEM;STAFF_ENFERMAGEM;STAFF_FARMACIA;STAFF_MEDICOS;STAFF_ODONTOLOGIA;STAFF_OUTROS;STAFF_OUTROS_SUPERIOR_SAUDE;STAFF_SERVICOS_GERAIS;STAFF_TRANSPORTE_URGENCIA
4,31491E+12;6322115;;3;1;ECOMOINHOS CLINICA MEDICA LTDA;ECOMOINHOS CLINICA MEDICA;TOBIAS DA SILVA;120;SALA 501;MOINHOS DE VENTO;90430030;4;1.0;36;431490;-30.02;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6326161;;3;1;CLINICA DE DIAGNOSTICO EM CARDIOLOGIA DR ROGERIO KERSTEN;CLINICA DE DIAGNOSTICO EM CARDIOLOGIA DR ROGERIO KERSTEN;AV INDEPENDENCIA;383;SALA 209;INDEPENDENCIA;90035074;4;1.0;36;431490;-30.03;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6327176;;1;1;LIDIA RUTH MARQUES SILVEIRA;LIDIA RUTH MARQUES SILVEIRA;AV CARLOS GOMES;777;301;AUXILIADORA;90480004;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;6328776;;1;1;BIBIANA VIEZZER LEMOS;BIBIANA VIEZZER LEMOS;RUA VOLUNTARIOS DA PATRIA;595;412;CENTRO;90030003;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6331637;;1;1;PAULA CHIATTONE CORVELLO;PAULA CHIATTONE CORVELLO;AV PALMEIRAS;330;1003;PETROPOLIS;90470300;4;1.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;0;5;0;0;0;0
4,31491E+12;6307760;;1;1;ANA BEATRIS SALDANHA RAMOS PEREIRA;ANA BEATRIS SALDANHA RAMOS PEREIRA;RUA DR RAMIRO D AVILA;20;306;AZENHA;90620050;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6310648;;1;1;JOSE CARLOS RICCARDI GUIMARAES;JOSE CARLOS RICCARDI GUIMARAES;PRACA DOM FELICIANO;39;SALA 1301;CENTRO;90020160;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6313949;;3;1;CETEPE CENTRO TERAPEUTICO E PSICOPEDAGOGICO LTDA;CETEPE;FELICISSIMO DE AZEVEDO;899;;SAO JOAO;90520002;4;1.0;36;431490;-30.01;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;3306755;;1;1;MARIA EULALIA PITREZ DURO;MARIA EULALIA PITREZ DURO;AV DOM PEDRO II;1240;307;SAO JOAO;90550141;4;3.0;22;431490;-30.0;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;3321401;9,29636E+13;3;3;PREFEITURA MUNICIPAL DE PORTO ALEGRE;UNIDADE DE SAUDE SANTA MARIA;RUA GERALDINA BATISTA;111;;RUBEM BERTA;91180000;3;1.0;2;431490;-30.01;-51.11;1244;;Unidade Básica de Saúde;12.0;6;2;0;7;1;3;0;0;0;0;0
4,3149E+12;3069907;8,79586E+13;3;3;SECRETARIA ESTADUAL DE SAUDE;2 CRS;LEONARDO;1137;6 ANDAR;CENTRO;90010000;4;2.0;68;431490;-30.03;-51.23;1023;;Central de Gestão em Saúde;22.0;0;0;0;0;1;0;0;0;4;0;0
4,31491E+12;7797354;;1;1;LEONARDO DE CASTRO SILVA;LEONARDO DE CASTRO SILVA;RUA COSTA;30;206;MENINO DEUS;90110270;4;1.0;22;431490;-30.06;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;7845898;;1;1;CRISTIANE SOVERAL D AVIZ;CRISTIANE SOVERAL D AVIZ;RUA PEDRO IVO;891;;MONT SERRAT;90450210;4;1.0;22;431490;-30.03;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;7908016;;1;1;CLARISSA SANTOS LEITUNE;CLARISSA SANTOS LEITUNE;RUA VINTE E QUATRO DE OUTUBRO;1100;603;INDEPENDENCIA;90510000;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;7793340;;1;1;SONIA WALTRICK RAMOS;SONIA WALTRICK RAMOS;AV PROTASIO ALVES;3149;406;PETROPOLIS;90410003;4;1.0;22;431490;-30.04;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;7800223;;1;1;CLAUDIA ADRIANE TEDESCO;CLAUDIA ADRIANE TEDESCO;RUA DOS ANDRADAS;1755;84;CENTRO;90020013;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6295258;;1;1;ALEXANDRE PEDROSO DE ALBUQUERQUE OLMEDO;ALEXANDRE PEDROSO DE ALBUQUERQUE OLMEDO;RUA DOS ANDRADAS;1781;706;CENTRO;90020013;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6295584;;3;1;ORTOPICOLLI CLINICA DE ORTODONTIA LTDA;ORTOPICOLLI;RUA ANITA GARIBALDI;520;;MONT SERRAT;90450080;4;1.0;36;431490;-30.03;-51.19;2240;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6296556;;1;1;ELKE WIETZKE BRODBECK;ELKE WIETZKE BRODBECK;AV CARLOS GOMES;1610;308;AUXILIADORA;90480002;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9398430;;1;1;VANIA ELISABETE DALCIN;VANIA ELISABETE DALCIN;RUA RAMIRO BARCELOS;1793;307;RIO BRANCO;90035006;4;1.0;22;431490;-30.04;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6276407;;3;1;LABORATORIO WEINMANN LTDA;LABORATORIO WEINMANN FILIAL JOAO WALLIG;AV JOAO WALLIG;1800;3001;CHACARA DAS PEDRAS;91340001;4;1.0;39;431490;-30.04;-51.16;2054;;Unidade de Apoio Diagnóstico;2.0;0;0;1;0;0;0;0;0;0;0;0
4,31491E+12;6277276;;3;1;LABORATORIO WEINMANN LTDA;LABORATORIO WEINMANN FILIAL VITORINO;RUA GENERAL VITORINO;77;10 ANDAR;CENTRO;90020171;4;1.0;39;431490;-30.03;-51.23;2054;;Unidade de Apoio Diagnóstico;2.0;0;0;1;0;0;0;0;0;0;0;0
4,31491E+12;7277385;;1;1;ANA GRACIELA ZUCHETTO BARROS;ANA GRACIELA ZUCHETTO BARROS;ITORO;211;604;MENINO DEUS;90110290;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;7277407;;1;1;BETINA SCHEEREN;BETINA SCHEEREN;MARIANTE;284;502;RIO BRANCO;90430180;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;7277431;;1;1;ANNICELE DA SILVA ANDRADE GAMEIRO;ANNICELE DA SILVA ANDRADE GAMEIRO;RUA WASHINGTON LUIZ;1010;708;CENTRO HISTORICO;90010460;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;7278845;;3;1;SAUDE ECOSUL LTDA ME;SAUDE ECOSUL;RUA EUCLYDES DA CUNHA 31;31;;PARTENON;90620220;4;1.0;40;431490;-30.06;-51.19;2062;;Ambulatório;1.0;0;2;0;48;0;1;0;0;0;46;0
4,31491E+12;7280777;;3;1;A F CLINICA DE VACINAS LTDA;IMUNOCLIN;NEUSA GOULART BRIZOLA;422;;BELA VISTA;90460230;4;1.0;36;431490;-30.04;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;7280793;;1;1;EDUARDO CIELUCK;EDUARDO CIELUCK;AV ASSIS BRASIL;3532;514;JARDIM LINDOIA;91010003;4;1.0;22;431490;-30.01;-51.15;4000;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,31491E+12;7281978;;3;1;NEUROMUSCULAR ELETRODIAGNOSTICO CLINICA MEDICA S S LTDA;NEUROMUSCULAR ELETRODIAGNOSTICO;RUA ANTAO DE FARIA;21;504;BOM FIM;90035210;4;1.0;36;431490;-30.03;-51.21;2240;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;7285868;;3;1;MENINO DEUS ONDONTOLOGIA ESPECIALIZADA LTDA ME;MENINO DEUS ONDONTOLOGIA ESPECIALIZADA LTDA ME;SOFIA FIRPO MULLER DE AZEVEDO;211;303 E 304;MENINO DEUS;90110290;4;1.0;22;431490;-30.06;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,31491E+12;7285884;;3;1;LABORATORIO ROSETTI LTDA;EXATO LABORATORIOS CLINICOS LTDA;AV ALBERTO BINS;658;202;CENTRO;90030140;4;1.0;39;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;7285922;;1;1;JULIANA GEHLEN WALCHER;JULIANA GEHLEN WALCHER;RUA FILADELFIA;301;;HIGENOPOLIS;90550060;4;1.0;22;431490;-30.01;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;7289693;;3;1;UNNITA SERVICOS MEDICOS E FISIOTERAPIA S S LTDA;UNNITA SERVICOS MEDICOS E FISIOTERAPIA S S LTDA;RUA BARONESA DO GRAVATAI;137;201;CIDADE BAIXA;90160070;4;1.0;22;431490;-30.04;-51.22;2240;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;7292988;;1;1;PAULA KACMAN RABIN;PAULA KACMAN RABIN;RUA MOSTARDEIRO;5;509;MOINHOS DE VENTO;90430001;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;7293798;;3;1;BONFA E TABORDA CLINICA DE DERMATOLOGIA SOCIEDADE SIMPLES;BONFA E TABORDA CLINICA DE DERMATOLOGIA SOCIEDADE SIMPLES;AVENIDA DIARIO DE NOTICIAS;200;411;CRISTAL;90810080;4;1.0;22;431490;-30.03;-51.23;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;7293844;;1;1;OTAVIO DE AZEVEDO MAGALHAES;OTAVIO DE AZEVEDO MAGALHAES;RUA MOSTARDEIRO;333;503;INDEPENDENCIA;90430001;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;3841782;;1;1;MARIO NEVES GALVAO NETO;MARIO NEVES GALVAO NETO;RUA SANTA CECILIA;1440;;PETROPOLIS;90420040;4;3.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3843084;;1;1;ANDREA LISANDRA WIDOMSKI;ANDREA LISANDRA WIDOMSKI;FARIAS SANTOS;47;405;PETROPOLIS;90670150;4;3.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;3845818;;3;1;P K ORTOPEDIA E TRAUMATOLOGIA S C LTDA;P K ORTOPEDIA E TRAUMATOLOGIA S C LTDA;RUA PROFESSOR DUPLAN;55;301;RIO BRANCO;90420030;4;1.0;36;431490;-30.04;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;3838706;;1;1;MARGARETE DO CARMO PEREIRA;MARGARETE DO CARMO PEREIRA;OSWALDO GONCALVES CRUZ;637;;IPANEMA;91760060;4;3.0;22;431490;-30.14;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;3853004;;1;1;MARCOS VAZ ROEHE;MARCOS VAZ ROEHE;FLORENCIO YGARTUA;270;803;MOINHOS DE VENTO;90430010;4;3.0;22;431490;-30.02;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3853438;;1;1;LUCINA VAESKEN DE ALVES;LUCINA VAESKEN DE ALVES;24 DE OUTUBRO;111;602;MOINHOS DE VENTO;90510002;4;3.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3853764;;1;1;ELIDA CAUDURO DOORMANN;ELIDA CAUDURO DOORMANN;RUA GEN NETO;71;S 407;FLORESTA;90560020;4;3.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;3853926;;1;1;INGRID ELISA SPIER;INGRID ELISA SPIER;RUA COSTA;30;S 308;MENINO DEUS;91110270;4;3.0;22;431490;-30.05;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5634296;;1;1;IZABEL FERNANDES SCHMITZ;IZABEL FERNANDES SCHMITZ;RUA MARIANTE;284;SALA 606;RIO BRANCO;90040000;4;1.0;22;431490;-30.04;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5475767;;1;1;LUIZ CARVALHO;LUIZ CARVALHO;RUA MARQUES DO POMBAL;1824;SALA 303;HIGIENOPOLIS;90540000;4;1.0;22;431490;-30.01;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5475791;;3;1;NUTRISSOMA PROFISSIONAIS DE NUTRICAO LTDA;NUTRISSOMA PROFISSIONAIS DE NUTRICAO LTDA;RUA MARQUES DO POMBAL;1824;303;HIGIANOPOLIS;90540000;4;1.0;36;431490;-30.01;-51.18;2240;;Ambulatório;1.0;0;0;0;0;0;1;0;0;1;0;0
4,3149E+12;2264072;;3;1;INSTITUTO DE FISIOTERAPIA E REABILITACAO LTDA;FISIOABREU;RUA SANTANA;657;LOJA;SANTANA;90040373;4;2.0;36;431490;-30.05;-51.2;2240;;Ambulatório;1.0;0;3;0;0;0;1;0;0;15;0;0
4,3149E+12;2263912;;3;1;SULTRAUMA CLINICA DE TRAUMATO E ORTOPEDIA LTDA;SULTRAUMA;AV BENTO GONCALVES;2509;;PARTENON;90650003;4;3.0;36;431490;-30.06;-51.19;2062;;Ambulatório;1.0;0;3;2;0;0;8;0;5;0;0;0
4,31491E+12;5870682;;1;1;SANDRA MARIA SOARES;SANDRA MARIA SOARES;RUA TAQUARA;198;402;PETROPOLIS;90460210;4;3.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3673251;;1;1;JOAO FREDERICO JUNGES;JOAO FREDERICO JUNGES;RUA GENERAL VITORINO;53;84;CENTRO;90020171;4;3.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5708729;;1;1;ANIELLE SCHMIDT;ANIELLE SCHMIDT;RUA WASHINGTON;500;304;CENTRO;90010460;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;5709474;;1;1;ROBERTA DOS SANTOS FURLAN;ROBERTA DOS SANTOS FURLAN;RUA ANTAO DE FARIAS;35;404;BOM FIM;90410007;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;3;0;0
4,31491E+12;5712696;;3;1;CENTRO DE CIRURGIA DA COLUNA DO RIO GRANDE DO SUL LTDA;CLINICA NEUROCIRURGICA FABIO DOS SANTOS;GETULIO VARGAS;901;SALA 403 E 404;MENINO DEUS;90150003;4;1.0;36;431490;-30.05;-51.22;2240;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5713714;;1;1;MELISSA MANFROI DAL PIZZOL;MELISSA MANFROI DAL PIZZOL;AV MARILAND;777;503;AUXILIADORA;90440191;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6127150;;1;1;SONIA MARLI PEREIRA GRIGOLETTI;SONIA MARLI PEREIRA GRIGOLETTI;RUA VASCO DA GAMA;720;605;RIO BRANCO;90420110;4;1.0;22;431490;-30.04;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,31491E+12;5717213;;1;1;JEANNE BLOEDOW LITTIG;JEANNE BLOEDOW LITTIG;AV SENADOR TARSO DUTRA;161;SALA 1303;PETROPOLIS;90690140;4;1.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5720133;;3;1;SALUMED CONSULTORIA MEDICA LTDA;SALUMED CONSULTORIA MEDICA LTDA;RUA MOSTARDEIRO;05;407;INDEPENDENCIA;90430001;4;1.0;36;431490;-30.03;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5723221;;1;1;FERNANDA LUBIANCA SAFFER;FERNANDA LUBIANCA SAFFER;RUA MOSTARDEIRO;333;127;INDEPENDENCIA;90430001;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;5744156;;3;1;RINOLOGIA CLINICA OTORRINOLOGICA CIRURG EST;FACIAL VIDEO ENDOC SOC SIMPLES;RUA ANTENOR LEMOS;57;;MENINO DEUS;90850100;4;1.0;36;431490;-30.05;-51.22;2240;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5744377;;1;1;NELSON RUDI KOEHLER;NELSON RUDI KOEHLER;AV IPIRANGA;6690;207;JARDIM BOTANICO;91330360;4;1.0;22;431490;-30.05;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5267226;;3;1;CLINICA ODONTOLOGICA MAXIDENTE LTDA;CLINICA ODONTOLOGICA MAXIDENTE LTDA;RUA DUQUE DE CAXIAS;1540;;CENTRO;90010281;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6050840;;1;1;DENIS KNIJNIK;DENIS KNIJNIK;RUA CEL BORDINI;830;303;AUXILIADORA;90440003;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6056067;;1;1;CARLOS ABAETE DE LOS SANTOS;CARLOS ABAETE DE LOS SANTOS;AV IPIRANGA;6690;414;AZENHA;90610000;4;1.0;22;431490;-30.05;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6057209;;3;1;CONDIZIONARE CENTRO DE REABILITACAO FISICA E FISIOTERAPIA;CONDIZIONARE;WENCESLAU ESCOBAR;1427;;ASSUNCAO;91900605;4;1.0;39;431490;-30.1;-51.26;2240;;Unidade de Apoio Diagnóstico;2.0;0;0;0;0;0;2;0;0;1;0;0
4,31491E+12;6057292;;1;1;MANUELA ALTMAYER PERRONE;MANUELA ALTMAYER PERRONE;RUA DR FLORENCIO YGARTUA;53;403;MOINHOS DE VENTO;90430010;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;5269040;;1;1;JANICE PALMA GHELLER;JANICE PALMA GHELLER;AV INDEPENDENCIA;172;201;INDEPENDENCIA;90035070;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5271932;;3;1;TOXILAB LABORATORIO DE ANALISES LTDA;LABORATORIO TOXILAB;RUA 24 DE OUTUBRO;111;LOJA 37;MOINHOS DE VENTO;90510002;4;1.0;39;431490;-30.03;-51.21;2062;;Unidade de Apoio Diagnóstico;2.0;0;0;0;0;2;0;0;0;0;0;0
4,31491E+12;5272238;;1;1;EDUARDO MARQUES CORREA;EDUARDO MARQUES CORREA;ANTENOR LEMOS;57;600;MENINO DEUS;90850100;4;3.0;22;431490;-30.05;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5273617;;1;1;CLARISSA GARCIA SOARES LEAES;CLARISSA GARCIA SOARES LEAES;RUA FARIA SANTOS;132;;PETROPOLIS;90670150;4;1.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;5273854;;1;1;EDUARDO GONCALVES MOTA;EDUARDO GONCALVES MOTA;TRAV ABRAMO EBERLE;93;203;JARDIM IPIRANGA;91360010;4;1.0;22;431490;-30.03;-51.16;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;5275571;;1;1;ANELISE BRACK GESTARO;ANELISE BRACK GESTARO;AV ASSIS BRASIL;2474;SL313;ASSIS BRASIL;91010002;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5277833;;1;1;SILVANA LOTUFO ZANATTA REIMANN;SILVANA LOTUFO ZANATTA REIMANN;AV PALMEIRA;18;601;PETROPOLIS;90470300;4;1.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;5280656;;1;1;ILIDIO JOSE THEISEN;ILIDIO JOSE THEISEN;PRACA ALBERTO RAMOS;788;;HIGIENOPOLIS;90520000;4;1.0;22;431490;-30.01;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5275261;;1;1;FANY GLOCK;FANY GLOCK;AV CAVALHADA;S/N;;CAVALHADA;91740001;4;3.0;22;431490;-30.1;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;3;0;0;0;0;0
4,31491E+12;5281806;;3;1;RTO CLINICA DENTARIA LTDA;RTO CLINICA DENTARIA LTDA;RUA DR FLORES;330;85;CENTRO;90020121;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;3289893;;1;1;TANIA REGINA CALLEGARI;TANIA REGINA CALLEGARI;WENCESLAU ESCOBAR;2666;206;TRISITEZA;91900000;4;3.0;22;431490;-30.11;-51.26;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3317374;;1;1;ROSA MARIA DE MENEZES PEREIRA RUIVO MACHADO;ROSA MARIA DE MENEZES PEREIRA RUIVO MACHADO;AVENIDA PROTASIO ALVES;2715;907;PETROPOLIS;90410002;4;3.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6847773;;1;1;CRISTINA DE MORAES IZQUIERDO;CRISTINA DE MORAES IZQUIERDO;CEL BORDINI;689;306;MOINHOS DE VENTO;90440001;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6369618;;1;1;LUIZ FELIPE RODRIGUES GRAZIOTTIN;LUIZ FELIPE RODRIGUES GRAZIOTTIN;AV CRISTOVAO COLOMBO;2168;403;FLORESTA;90560002;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6370578;;3;1;CLINICA DONNA LTDA;CLINICA DONNA;RUA MOSTARDEIRO;05;801 802 E 803;INDEPENDENCIA;90430000;4;1.0;22;431490;-30.03;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;6;0;0;0;0;0
4,31491E+12;6374727;;1;1;JULIO CESAR SANFELICE;JULIO CESAR SANFELICE;RUA COMENDADOR CAMINHA;286;201;MIONHOS DE VENTO;90430030;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6380727;;1;1;FLAVIO LA PORTA DA SILVA;FLAVIO LA PORTA DA SILVA;RUA RIACHUELO;1038;401;CENTRO;90010273;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6380808;;1;1;JAQUELINE COSTA COELHO;JAQUELINE COSTA COELHO;DONA LAURA;228;701;RIO BRANCO;90430091;4;1.0;22;431490;-30.04;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6383939;;1;1;ANELISE MARTELLET MARCANT;ANELISE MARTELLET MARCANT;AV WENCESLAU ESCOBAR;1100;210;CRISTAL;91900000;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6384994;;1;1;MARIA FRANCISCA BAUMGARTNER AYRES;MARIA FRANCISCA BAUMGARTNER AYRES;AV INDEPENDENCIA;383;201;INDEPENDENCIA;90035074;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6385044;;1;1;MARTHA HELENA DE MATTOS ZUARDI;MARTHA HELENA DE MATTOS ZUARDI;AV INDEPENDENCIA;383;201;INDEPENDENCIA;90035074;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6385605;;3;1;CLINICA OFTALMOLOGIA SCHEID S C LTDA;CLINICA OFTALMOLOGIA SCHEID S C LTDA;PC DOM FELICIANO;26;603;CENTRO;90020160;4;1.0;36;431490;-30.03;-51.23;2240;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;6386679;;1;1;JULIANA DONATO MAIDANA;JULIANA DONATO MAIDANA;AV DA AZENHA;1401;;AZENHA;90160003;4;1.0;22;431490;-30.05;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6390072;;1;1;MARGARETE RODRIGUES CHIADA;MARGARETE RODRIGUES CHIADA;AV INDEPENDENCIA;794;06;INDEPENDENCIA;90035072;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
